word,rank,frequency,source,level,tags,translation,bnc,frq
smirk,11893,0.00007378,ecdict_education,gre,gre,"vi. 傻笑, 假笑, 得意地笑\nn. 傻笑, 假笑, 得意的笑",23185,13553
commencement,11894,0.00007371,ecdict_education,gre,gre,"n. 开始, 毕业典礼\n[法] 开始, 毕业典礼",12251,13566
delinquent,11895,0.00007370,ecdict_education,gre,gre,"n. 行为不良的人, 违法者\na. 怠忽的, 有过失的",16764,13568
wean,11896,0.00007365,ecdict_education,gre,gre,"vt. 使断奶, 使丢弃, 使断念\nn. 小儿",12010,13577
quip,11897,0.00007365,ecdict_education,gre,gre,"n. 妙语, 遁辞, 讽刺\nv. 说讽刺话, 嘲弄",19574,13578
defined,11898,0.00007361,ecdict_education,gre,gre,"a. 清晰的, 轮廓分明的；有定义的, 确定的",9013,13586
tombstone,11899,0.00007357,ecdict_education,gre,gre,"n. 墓石, 墓碑\n[经] 墓碑, 墓志铭",19277,13593
anatomical,11900,0.00007356,ecdict_education,gre,gre,"a. 解剖的, 解剖学的, 构造上的\n[医] 解剖学的",14994,13594
padding,11901,0.00007349,ecdict_education,gre,gre,"n. 垫充, 垫塞, 填料, 废话, 虚报的费用\n[计] 填充; 装填",14226,13608
spire,11902,0.00007348,ecdict_education,gre,gre,"n. 尖塔, 尖顶, 锥形体, 螺旋\nvi. 突出, 耸立, 螺旋形上升\nvt. 给...加塔尖",10385,13610
deforestation,11903,0.00007344,ecdict_education,gre,gre,"n. 采伐森林, 森林开伐\n[法] 砍伐森森",17188,13617
parka,11904,0.00007333,ecdict_education,gre,gre,"n. 皮制连帽大衣, 派克大衣",35274,13637
gully,11905,0.00007332,ecdict_education,gre,gre,"n. 小峡谷, 排水沟",10426,13639
brat,11906,0.00007329,ecdict_education,gre,gre,"n. 乳臭未干的小孩, 小孩\n[机] 不煤, 原煤",15848,13644
coffer,11907,0.00007325,ecdict_education,gre,gre,"n. 保险箱, 金库\nvt. 把...锁进箱子",14168,13651
artistry,11908,0.00007308,ecdict_education,gre,gre,n. 艺术性,19637,13683
nag,11909,0.00007307,ecdict_education,gre,gre,"n. 老马, 驽马, 劣等竞赛马, 唠叨\nv. 不断地唠叨, 恼人",12260,13685
brunt,11910,0.00007307,ecdict_education,gre,gre,"n. 主要冲力, 冲击",13688,13686
impenetrable,11911,0.00007305,ecdict_education,gre,gre,"a. 不能通过的, 不可理喻的, 费解的, 顽固的",13989,13690
elaboration,11912,0.00007304,ecdict_education,gre,gre,"n. 苦心经营, 精巧\n[计] 确立",12056,13692
retrace,11913,0.00007295,ecdict_education,gre,gre,"vt. 追溯, 折回, 绕回\n[电] 返驰",14353,13708
freckle,11914,0.00007292,ecdict_education,gre,gre,"n. 雀斑, 斑点\n[医] 非曝露部雀斑",22724,13714
austere,11915,0.00007289,ecdict_education,gre,gre,"a. 严峻的, 禁欲的, 简朴的",11570,13720
aristocracy,11916,0.00007288,ecdict_education,gre,gre,"n. 贵族, 上层社会, 知识界杰出分子\n[法] 贵族政治, 贵族统治",8817,13722
reminisce,11917,0.00007283,ecdict_education,gre,gre,"vt. 追忆说\nvi. 追忆往事, 话旧",18627,13731
alcove,11918,0.00007279,ecdict_education,gre,gre,"n. 凹室, 壁龛, 小亭",16393,13738
jot,11919,0.00007276,ecdict_education,gre,gre,"n. 少量, 稍许\nvt. 略记, 摘要记载下来",15632,13743
intractable,11920,0.00007272,ecdict_education,gre,gre,"a. 不听话的, 倔强的, 棘手的\n[医] 顽固的, 难治的",14029,13751
exuberance,11921,0.00007267,ecdict_education,gre,gre,"n. 茂盛, 茂盛的生长物, 丰富",18548,13760
spoke,11922,0.00007267,ecdict_education,gre,gre,"n. 轮辐\nvt. 装轮辐, 用刹车刹住\nspeak的过去式",14834,13761
decode,11923,0.00007260,ecdict_education,gre,gre,"vt. 解码, 译解\n[计] 译码",15367,13774
snuggle,11924,0.00007260,ecdict_education,gre,gre,"vi. 偎依\nvt. 使舒适温暖, 紧抱",16633,13775
redistribution,11925,0.00007256,ecdict_education,gre,gre,"n. 重新分配, 再分发\n[计] 重新分配",10347,13781
esoteric,11926,0.00007256,ecdict_education,gre,gre,"a. 秘教的, 奥秘的, 秘传的\n[医] 体内的, 内部的, 隐的",14668,13782
dignitary,11927,0.00007244,ecdict_education,gre,gre,"n. 高贵的人, 高官, 高僧, 要人",14739,13805
douse,11928,0.00007242,ecdict_education,gre,gre,"vt. 插入水中, 浇(或洒、泼)水在...上, 熄(灯、火等), 平息\nvi. 浸泡\nn. 泼洒",19056,13808
disengage,11929,0.00007241,ecdict_education,gre,gre,"vt. 使脱离, 使松开, 使摆脱约束(或义务等)\nvi. 脱离, 解脱",19496,13810
reactionary,11930,0.00007222,ecdict_education,gre,gre,"n. 反动分子\na. 反动的, 反动主义的, 反对改革的",11994,13846
scrawl,11931,0.00007220,ecdict_education,gre,gre,vt. 潦草地写\nvi. 乱写\nn. 潦草的笔迹,19394,13850
herbicide,11932,0.00007217,ecdict_education,gre,gre,n. 除草剂\n[化] 除草剂,23530,13857
intangible,11933,0.00007205,ecdict_education,gre,gre,"a. 难以明了的, 无形的\n[经] 无形的",15152,13879
rung,11934,0.00007198,ecdict_education,gre,gre,"n. (梯子)踏步, 横档, 轮辐, 粗棍\nring的过去分词",18593,13893
fiat,11935,0.00007195,ecdict_education,gre,gre,"n. 命令, 严命, 许可\n[医] 制成, 作成",16033,13898
precept,11936,0.00007191,ecdict_education,gre,gre,"n. 规诫, 规矩, 格言, 训令\n[经] 告诫, 指令",14293,13906
mischievous,11937,0.00007186,ecdict_education,gre,gre,"a. 淘气的, 有害的, 恶作剧的, 胡搅的",11564,13916
nip,11938,0.00007185,ecdict_education,gre,gre,"n. 捏, 夹, 寒冷, 尖刻话\nvt. 捏, 夹, 钳, 剪断, 损伤, 冻伤, 一小口\nvi. 夹, 捏, 刺骨, 快走, 一小口一小口地抿(酒)\n[计] 核心程序的初始程序",9708,13918
medley,11939,0.00007179,ecdict_education,gre,gre,"n. 混合, 混杂, 杂录\na. 混合的, 拼凑的",19279,13930
decimate,11940,0.00007173,ecdict_education,gre,gre,"vt. 每十人杀一人, 大批杀害",18601,13942
responsiveness,11941,0.00007172,ecdict_education,gre,gre,n. 强烈的反应\n[计] 响应能力,15917,13943
inflame,11942,0.00007163,ecdict_education,gre,gre,"vt. 激怒, 点火, 激起\nvi. 着火, 激动, 发炎",18453,13961
manipulative,11943,0.00007156,ecdict_education,gre,gre,"a. 处理的, 巧妙处理的, 操纵的",14928,13975
susceptibility,11944,0.00007154,ecdict_education,gre,gre,"n. 敏感性, 感情\n[电] 磁化系数",14819,13978
hypocritical,11945,0.00007140,ecdict_education,gre,gre,"a. 伪善的, 伪善者的",18447,14006
rife,11946,0.00007133,ecdict_education,gre,gre,"a. 流行的, 盛传的, 充满的",13754,14019
willful,11947,0.00007132,ecdict_education,gre,gre,"a. 任性的, 故意的, 有意的",,14022
buoy,11948,0.00007131,ecdict_education,gre,gre,"n. 浮标, 航标, 救生圈\nvt. 使浮起, 鼓励",21059,14024
calibrate,11949,0.00007129,ecdict_education,gre,gre,"vt. 测定口径, 校准, 使标准化, 调整\n[化] 校准",20597,14027
ratification,11950,0.00007113,ecdict_education,gre,gre,"n. 批准, 承认, 认可\n[经] 追认, 批准",10729,14059
innocuous,11951,0.00007103,ecdict_education,gre,gre,"a. 无害的, 无伤大雅的\n[医] 无害的, 良性的",14051,14079
collected,11952,0.00007100,ecdict_education,gre,gre,"a. 收集成的, 镇定的",13972,14084
broil,11953,0.00007100,ecdict_education,gre,gre,"vi. 烤, 争吵, 激动\nvt. 烤\nn. 烤, 灼热, 争吵",48429,14085
dissuade,11954,0.00007099,ecdict_education,gre,gre,"vt. 劝阻\n[法] 劝阻, 劝止",13712,14086
filibuster,11955,0.00007096,ecdict_education,gre,gre,"n. 阻挠议事的活动, 掠夺兵, 暴兵, 海盗\nvi. 掠夺\nvt. (以冗长的演说)阻碍议案通过",47429,14092
fidget,11956,0.00007095,ecdict_education,gre,gre,"vi. 坐卧不安, 摆弄\nvt. 使烦乱, 使不安\nn. 烦躁不安, 坐立不安的人",22516,14094
foothold,11957,0.00007091,ecdict_education,gre,gre,"n. 立足处, 据点, 根据地",13992,14102
gamut,11958,0.00007086,ecdict_education,gre,gre,"n. 音阶, 整个范围, 全部, 音域",20274,14112
elm,11959,0.00007082,ecdict_education,gre,gre,n. 榆树\n[计] unix操作系统的信件处理程序,12055,14120
nexus,11960,0.00007080,ecdict_education,gre,gre,"n. 连结, 关系\n[化] 融合膜",19850,14124
slither,11961,0.00007080,ecdict_education,gre,gre,vi. 不稳地滑动\nvt. 使滑动,12810,14125
cranky,11962,0.00007077,ecdict_education,gre,gre,"a. 古怪的, 暴躁的, 脾气坏的",23898,14131
superimpose,11963,0.00007076,ecdict_education,gre,gre,"vt. 把(一物)放在另一物的上面, 添上, 附加, 加上, 添加\n[计] , 重叠, 叠加",11634,14132
commune,11964,0.00007073,ecdict_education,gre,gre,"n. 恳谈, 社区, 公社\nvi. 亲密交谈, (感情上)融为一体",12245,14138
sawdust,11965,0.00007071,ecdict_education,gre,gre,n. 锯屑\n[机] 锯屑,20168,14143
unfounded,11966,0.00007069,ecdict_education,gre,gre,"a. 没有事实根据的, 没有理由的, 虚幻的, 未建立的\n[法] 无根据的, 无稽的, 没有理的",13790,14146
preempt,11967,0.00007064,ecdict_education,gre,gre,"vt. 先买, 先取\nvi. 先发制人地叫牌",34833,14157
alluring,11968,0.00007058,ecdict_education,gre,gre,"a. 吸引人的, 诱人的, 迷人的",20157,14169
prank,11969,0.00007054,ecdict_education,gre,gre,"n. 开玩笑, 恶作剧, 戏谑\nvt. 盛装, 装饰, 打扮\nvi. 炫耀自己",20340,14176
indebted,11970,0.00007053,ecdict_education,gre,gre,"a. 负债的, 受惠的\n[法] 负债的, 法律上有义务偿还的",13845,14179
posterior,11971,0.00007045,ecdict_education,gre,gre,"a. 在后的, 其次的, 后面的\nn. 后部, 臀部",27056,14194
slur,11972,0.00007041,ecdict_education,gre,gre,"n. 连音符, 诽谤, 玷污, 印刷模糊\nvt. 草率地看过, 忽略, 含糊地念\nvi. 模糊不清",19367,14203
unqualified,11973,0.00007037,ecdict_education,gre,gre,"a. 不合格的, 无资格的, 不胜任的\n[经] 无条件的, 不合格的, 无资格的",11500,14210
grueling,11974,0.00007033,ecdict_education,gre,gre,"a. 折磨人的, 使人精疲力尽的\nn. 痛打, 惩罚",,14218
vandalism,11975,0.00007030,ecdict_education,gre,gre,"n. 故意毁坏文物的行为, 破坏他人财产的行为",11588,14225
canonical,11976,0.00007029,ecdict_education,gre,gre,"a. 依教规的, 被认为圣典的, 权威的, 典型的\n[建] 正则的",17155,14227
pandemic,11977,0.00007027,ecdict_education,gre,gre,"a. 大流行的, 普遍的, 全世界的\n[医] 大流行的, 大流行病",43313,14231
anemia,11978,0.00007022,ecdict_education,gre,gre,"n. 贫血, 贫血症, 无活力\n[医] 贫血",,14240
surveyor,11979,0.00007022,ecdict_education,gre,gre,n. 测量员；检验员,5119,14241
cessation,11980,0.00007019,ecdict_education,gre,gre,"n. 停止\n[法] 中止, 中断, 停止",14334,14248
cocoon,11981,0.00007018,ecdict_education,gre,gre,n. 茧\n[医] 茧,20154,14249
extrapolate,11982,0.00007017,ecdict_education,gre,gre,"v. 推断, 外推",15251,14252
lunatic,11983,0.00007008,ecdict_education,gre,gre,"n. 疯人, 癫狂者, 愚蠢的人\na. 疯癫的, 愚蠢的, 丧心病狂的, 精神错乱的",12034,14269
turret,11984,0.00007008,ecdict_education,gre,gre,"n. 塔楼, 角楼, 攻城用仰冲车\n[机] 转塔, 多角刀架",15097,14270
rebuff,11985,0.00007007,ecdict_education,gre,gre,"n. 断然拒绝, 严厉拒绝, 漠不关心\nvt. 严厉拒绝",19093,14271
fang,11986,0.00007005,ecdict_education,gre,gre,"n. 尖牙, 犬牙\n[医] 牙根, 尖牙, 蛇类毒牙",15940,14276
biosphere,11987,0.00007004,ecdict_education,gre,gre,"n. 生物圈\n[医] 生物圈, 生物层",27240,14277
mystic,11988,0.00006999,ecdict_education,gre,gre,"a. 神秘的, 奥秘的\nn. 神秘主义者",13113,14288
intersperse,11989,0.00006997,ecdict_education,gre,gre,"vt. 散布, 点缀",13685,14292
ingest,11990,0.00006991,ecdict_education,gre,gre,"vt. 摄取, 咽下, 吸取",21569,14304
quarantine,11991,0.00006988,ecdict_education,gre,gre,"n. 隔离, 封锁交通, 检疫期\nvt. 隔离, 排斥",19580,14311
reverie,11992,0.00006983,ecdict_education,gre,gre,"n. 梦想, 沉思, 幻想曲\n[医] 出神, 幻想",16634,14321
monograph,11993,0.00006977,ecdict_education,gre,gre,"n. 专题论文, 专著, 专刊\nvt. 写专题论文",12904,14332
spank,11994,0.00006976,ecdict_education,gre,gre,"vt. 打, 拍击, 飞跑\nvi. 飞跑\nn. 拍打, 一巴掌",23023,14335
rickety,11995,0.00006971,ecdict_education,gre,gre,"a. 患佝偻病的, 虚弱的, 摇摆的\n[医] 佝偻病的",20514,14346
stutter,11996,0.00006970,ecdict_education,gre,gre,"n. 口吃, 结结巴巴\nv. 结结巴巴地说",22216,14348
multiplicity,11997,0.00006968,ecdict_education,gre,gre,"n. 相重性, 多重性, 多样\n[化] 多重态; 多重性",12154,14352
monolithic,11998,0.00006967,ecdict_education,gre,gre,"a. 独石的, 完全统一的, 整体的\n[化] 整体(铸,烧结)的; 龟甲网衬里; 单片; 单块",15247,14354
husky,11999,0.00006963,ecdict_education,gre,gre,"n. 强壮结实之人, 爱斯基摩人\na. 有壳的, 声音沙哑的, 强壮的",17150,14361
conundrum,12000,0.00006954,ecdict_education,gre,gre,"n. 谜语, 难题",19235,14380
snip,12001,0.00006950,ecdict_education,gre,gre,"v. 剪, 剪断, 削减, 删节\nn. 剪, (剪刀的)一剪, 不足道的人",16204,14389
pang,12002,0.00006947,ecdict_education,gre,gre,"n. 剧痛, 悲痛, 苦闷\nvt. 使剧痛, 折磨",12693,14395
chastise,12003,0.00006945,ecdict_education,gre,gre,"vt. 责骂, 惩罚\n[法] 责罚, 惩戒, 严惩",21392,14398
slouch,12004,0.00006944,ecdict_education,gre,gre,"n. 没精打采的样子, 耷拉, 笨人\nvi. 没精打采地走, 耷拉着\nvt. 使低垂",21708,14401
peruse,12005,0.00006929,ecdict_education,gre,gre,"vt. 熟读, 精读, 阅读, 仔细研究",19426,14432
insecticide,12006,0.00006927,ecdict_education,gre,gre,n. 杀虫剂\n[化] 杀虫剂,16981,14437
balm,12007,0.00006919,ecdict_education,gre,gre,"n. 镇痛软膏, 香膏\n[化] 香树膏; 香脂",20024,14452
flit,12008,0.00006913,ecdict_education,gre,gre,"n. 掠过, 迁徙\nvi. 掠过, 迁徙",14682,14466
complacent,12009,0.00006906,ecdict_education,gre,gre,"a. 满足的, 自满的, 得意的",11312,14481
somatic,12010,0.00006903,ecdict_education,gre,gre,"a. 身体的, 肉体的, 壁体的\n[医] 躯体的, 体壁的",28081,14487
utopia,12011,0.00006898,ecdict_education,gre,gre,"n. 乌托邦, 理想国",22957,14497
virulent,12012,0.00006891,ecdict_education,gre,gre,"a. 剧毒的, 致命的, 刻毒的, 恶毒的, 恶性的, 有病毒的, 过强的\n[医] 有毒力的, 毒性的",18950,14512
meld,12013,0.00006890,ecdict_education,gre,gre,"v. 混合, 合并",36480,14514
consummate,12014,0.00006875,ecdict_education,gre,gre,"vt. 完成, 使完美\na. 无上的, 至上的, 完美的",20284,14545
cuddle,12015,0.00006870,ecdict_education,gre,gre,"n. 搂抱, 拥抱\nvt. 抚抱, 抱着睡, 拥抱\nvi. 依偎, 依偎着躺在一起",11885,14556
nomad,12016,0.00006868,ecdict_education,gre,gre,"n. 游牧部落一员, 流浪者\na. 游牧的, 流浪的",15471,14560
bohemian,12017,0.00006867,ecdict_education,gre,gre,"n. 波希米亚人, 波希米亚语, 放浪者\na. 波希米亚人的, 放浪的, 波希米亚语的",15426,14563
skunk,12018,0.00006864,ecdict_education,gre,gre,"n. 臭鼬, 臭鼬皮, 讨厌鬼\nvt. 使惨败, 欺骗",27835,14568
deviant,12019,0.00006863,ecdict_education,gre,gre,a. 不正常的\nn. 不正常的人(或物),10811,14570
genealogy,12020,0.00006858,ecdict_education,gre,gre,"n. 系谱, 宗谱, 家系, 世系, 血统\n[医] 家系, 血统, 家系学",22917,14582
emblazon,12021,0.00006857,ecdict_education,gre,gre,"vt. 用纹章装饰, 盛饰, 颂扬",19105,14584
soot,12022,0.00006854,ecdict_education,gre,gre,"n. 煤烟, 炭黑色\nvt. 熏以煤烟",14702,14589
resourceful,12023,0.00006852,ecdict_education,gre,gre,"a. 资源丰富的, 策略的, 机智的\n[法] 资源丰富的, 善于遂机应变的, 足智多谋的",18468,14594
complacency,12024,0.00006852,ecdict_education,gre,gre,"n. 满足, 自鸣得意, 自满",9664,14595
sash,12025,0.00006846,ecdict_education,gre,gre,"n. 框格, 肩带, 腰带\nvt. 装以窗框, 系上腰带",15168,14607
tenacity,12026,0.00006834,ecdict_education,gre,gre,"n. 固执, 不屈不挠, 顽固, 黏性, 韧性\n[机] 坚轫",18645,14632
corrugated,12027,0.00006833,ecdict_education,gre,gre,"a. 皱纹的, 波状的\n[医] 波纹的, 皱状的",14387,14635
noose,12028,0.00006831,ecdict_education,gre,gre,"n. 套索, 束缚, 陷阱\nvt. 用套索捉",22641,14639
grouse,12029,0.00006831,ecdict_education,gre,gre,"n. 松鸡, 牢骚\nvi. 埋怨",15408,14640
maroon,12030,0.00006826,ecdict_education,gre,gre,"n. 逃亡黑人奴隶, 褐紫红色, 爆竹\na. 褐紫红色的\nvt. 放逐到无人岛上, 使孤立\nvi. 闲荡, 带帐篷旅行",19889,14650
gall,12031,0.00006823,ecdict_education,gre,gre,"n. 胆汁, 五倍子, 苦味, 肿痛, 恼怒, 磨损处\nvt. 烦恼, 屈辱, 磨伤\nvi. 被磨伤",5904,14656
cinder,12032,0.00006819,ecdict_education,gre,gre,"n. 煤渣, 灰烬\n[化] 炉渣; 熔渣; 煤渣; 矿渣; 粗灰",21419,14664
rowdy,12033,0.00006815,ecdict_education,gre,gre,n. 好吵闹的人\na. 吵闹的,18787,14674
vocalist,12034,0.00006812,ecdict_education,gre,gre,"n. 声乐家, 歌手",21784,14681
embankment,12035,0.00006805,ecdict_education,gre,gre,"n. 堤防, 筑堤",10271,14695
archer,12036,0.00006805,ecdict_education,gre,gre,"n. 弓箭手, 射箭运动员",10346,14695
awry,12037,0.00006803,ecdict_education,gre,gre,"a. 歪的, 错误的\nadv. 歪斜地, 错地",19292,14699
grandiose,12038,0.00006800,ecdict_education,gre,gre,"a. 宏伟的, 壮丽的, 夸张的\n[医] 夸大的",13938,14705
scourge,12039,0.00006799,ecdict_education,gre,gre,"n. 鞭, 苦难根源, 灾祸\nvt. 鞭打, 痛斥, 蹂躏",14639,14709
throes,12040,0.00006795,ecdict_education,gre,gre,"n. 阵痛, 临死的苦痛, 垂死的挣扎, 剧痛, 痛苦, 苦闷, 苦难, 艰苦的奋斗",,14716
spate,12041,0.00006794,ecdict_education,gre,gre,"n. 泛滥, 洪水, 大雨, 大量, 一阵",11439,14718
icing,12042,0.00006792,ecdict_education,gre,gre,"n. 糖衣, 结冰",6794,14723
epithet,12043,0.00006788,ecdict_education,gre,gre,"n. 浑名, 绰号, 称号",18724,14731
hoard,12044,0.00006788,ecdict_education,gre,gre,"n. 贮藏物, 密藏的金钱\nv. 囤积, 贮藏",12760,14732
drove,12045,0.00006781,ecdict_education,gre,gre,n. 畜群\ndrive的过去式,18464,14747
minnow,12046,0.00006778,ecdict_education,gre,gre,n. 鲤科淡水小鱼,21075,14753
induct,12047,0.00006776,ecdict_education,gre,gre,"vt. 引导, 使入门, 引入, 使就职",33644,14759
pummel,12048,0.00006768,ecdict_education,gre,gre,"vt. 击, 打, 揍",22404,14775
dabble,12049,0.00006766,ecdict_education,gre,gre,"vi. 玩水, 拨弄, 涉猎\nvt. 溅湿",14552,14779
brazen,12050,0.00006753,ecdict_education,gre,gre,"a. 黄铜制的, 厚颜无耻的\nvt. 厚脸皮地对待",19563,14809
ballast,12051,0.00006751,ecdict_education,gre,gre,"n. 压载物, 压舱物\n[经] 底货, 压舱货",20248,14813
infraction,12052,0.00006750,ecdict_education,gre,gre,"n. 违反, 侵害\n[医] 不全骨折",35578,14815
jurisprudence,12053,0.00006748,ecdict_education,gre,gre,"n. 法律学, 法律体系\n[医] 法学, 法律学",25663,14820
carcinogen,12054,0.00006745,ecdict_education,gre,gre,n. 致癌物质\n[化] 致癌物,28722,14825
qualm,12055,0.00006744,ecdict_education,gre,gre,"n. 晕眩, 不安, 疑虑\n[法] 疑虑, 不安, 内疚",13828,14827
swagger,12056,0.00006743,ecdict_education,gre,gre,"n. 大摇大摆, 吹牛, 妄自尊大, 威吓\nvi. 虚张声势吓人, 大摇大摆, 吹牛\nvt. 吓唬, 恫吓\na. 漂亮的, 时髦的",22396,14830
etching,12057,0.00006740,ecdict_education,gre,gre,"n. 蚀刻版画, 蚀刻画, 蚀刻术\n[化] 蚀刻; 浸蚀",16752,14836
corral,12058,0.00006739,ecdict_education,gre,gre,n. 畜栏\nvt. 把...关进畜栏,35532,14839
emblematic,12059,0.00006737,ecdict_education,gre,gre,"a. 象征的, 典型的",32788,14844
reprimand,12060,0.00006734,ecdict_education,gre,gre,"n. 谴责, 惩戒, 非难\nvt. 谴责, 惩戒, 严责",14198,14849
saunter,12061,0.00006732,ecdict_education,gre,gre,"n. 闲逛, 漫步\nvi. 闲逛, 漫步",16023,14855
hypnotic,12062,0.00006722,ecdict_education,gre,gre,"a. 催眠的, 在受催眠状态中, 易于催眠的\nn. 催眠药, 安眠药, 催眠状态的人",15708,14877
luscious,12063,0.00006715,ecdict_education,gre,gre,"a. 甘美的, 浓厚的, 满足感官的",19485,14893
eavesdrop,12064,0.00006711,ecdict_education,gre,gre,"v. 偷听\nn. 屋檐水, 偷听",19789,14900
furrow,12065,0.00006700,ecdict_education,gre,gre,"n. 犁沟, 车辙, 皱纹\nvt. 犁, 耕, 弄绉\nvi. 起波纹",14919,14926
metaphysics,12066,0.00006698,ecdict_education,gre,gre,"n. 形而上学, 玄学, 空头理论",36573,14929
reprisal,12067,0.00006695,ecdict_education,gre,gre,"n. 报复, 报仇, 报复性劫掠\n[法] 复仇, 报复, 报复性暴力为",15088,14937
strident,12068,0.00006692,ecdict_education,gre,gre,"a. 刺耳的, 吱吱尖叫的, 尖锐的, 刺眼的\n[医] 喘鸣性的",13785,14944
hiatus,12069,0.00006691,ecdict_education,gre,gre,"n. 裂缝, 中断, 空隙, 间隙, 裂孔, (稿件)脱字, 漏句\npl. 裂缝, 中断, 空隙, 间隙, 裂孔, (稿件)脱字, 漏句",19416,14945
arbiter,12070,0.00006690,ecdict_education,gre,gre,"n. 仲裁人, 裁决者, 公断人\n[计] 判优程序",14699,14948
exonerate,12071,0.00006684,ecdict_education,gre,gre,"vt. 免除, 证明无罪\n[法] 解放, 开释, 免罪",19034,14961
prudence,12072,0.00006678,ecdict_education,gre,gre,"n. 审慎, 慎重, 精明, 节俭",14272,14974
wallow,12073,0.00006674,ecdict_education,gre,gre,"vi. 打滚, 沉迷, 颠簸\nn. 打滚, 泥坑, 堕落",18476,14983
scamper,12074,0.00006673,ecdict_education,gre,gre,"n. 蹦跳, 奔跑, 浏览\nvi. 蹦跳, 奔跑, 浏览",15927,14986
rampage,12075,0.00006669,ecdict_education,gre,gre,"n. 乱闹, 乱冲, 暴跳\nvi. 乱闹, 狂暴",20034,14994
cameo,12076,0.00006669,ecdict_education,gre,gre,n. 刻有浮雕的宝石或贝壳,18714,14995
interchangeable,12077,0.00006668,ecdict_education,gre,gre,a. 可互换的\n[化] 可互换的,14856,14996
sonnet,12078,0.00006667,ecdict_education,gre,gre,n. 十四行诗,13178,14999
rebuttal,12079,0.00006661,ecdict_education,gre,gre,"n. 辩驳, 驳回, 反驳, 反驳的证据, 反证\n[法] 辩驳, 反驳, 驳回",22106,15012
bode,12080,0.00006655,ecdict_education,gre,gre,v. 预示\nbide的过去式,19110,15027
fixate,12081,0.00006652,ecdict_education,gre,gre,"vi. 使固定, 使不变, 注视\nvt. 使固定, 注视",23931,15032
flunk,12082,0.00006650,ecdict_education,gre,gre,"n. 失败, 不及格\nvi. 失败, 考试不及格, 放弃\nvt. 使不及格",39697,15037
drab,12083,0.00006650,ecdict_education,gre,gre,"a. 土褐色的, 单调的",11332,15038
denigrate,12084,0.00006648,ecdict_education,gre,gre,"vt. 使变黑, 玷污, 诋毁",18711,15041
remission,12085,0.00006646,ecdict_education,gre,gre,"n. 宽恕, 豁免, 免罪, 缓和, 减轻\n[医] 缓解, 弛张",10607,15046
restitution,12086,0.00006643,ecdict_education,gre,gre,"n. 归还, 偿还, 赔偿\n[医] 整复, 恢复, 转回(胎头)",16762,15053
acquired,12087,0.00006643,ecdict_education,gre,gre,"a. 获得的, 后天的\n[医] 获得的, 后天的",12096,15054
gripping,12088,0.00006642,ecdict_education,gre,gre,"a. 抓的, 吸引人的, 扣人心弦的, 夹的",14030,15055
antithesis,12089,0.00006639,ecdict_education,gre,gre,"n. 对偶, 对照, 对立面",15369,15063
musket,12090,0.00006637,ecdict_education,gre,gre,n. 火枪,24181,15068
euphemism,12091,0.00006633,ecdict_education,gre,gre,"n. 委婉说法, 委婉语",18533,15077
blight,12092,0.00006626,ecdict_education,gre,gre,"n. 枯萎病\nvt. 使染上枯萎病, 破坏\nvi. 枯萎",18459,15091
omelet,12093,0.00006622,ecdict_education,gre,gre,"n. 煎蛋卷, 煎蛋饼, 炒蛋",,15101
presenter,12094,0.00006620,ecdict_education,gre,gre,"n. 节目主持人, 奉献者, 提出者\n[法] 告发者, 提出者, 推荐者",7972,15106
compliant,12095,0.00006617,ecdict_education,gre,gre,"a. 顺从的, 屈从的\n[电] 适用于, 配合...使用",16001,15112
outlandish,12096,0.00006612,ecdict_education,gre,gre,"a. 外国气派的, 偏僻的, 古怪的",19449,15124
bonnet,12097,0.00006612,ecdict_education,gre,gre,n. 软帽\n[化] 阀盖; 阀帽,8723,15125
tantamount,12098,0.00006610,ecdict_education,gre,gre,"a. 同等的, 相等的, 相当于...的\n[法] 相等的, 相当的, 同等的",18680,15128
droop,12099,0.00006607,ecdict_education,gre,gre,"vi. 下垂, 消沉\nvt. 使下垂\nn. 低垂, 消沉",16562,15135
clique,12100,0.00006604,ecdict_education,gre,gre,"n. 派系, 集团\nvi. 结党\n[计] 集团型",19390,15142
lukewarm,12101,0.00006598,ecdict_education,gre,gre,"a. 微温的, 不热的, 不热情的\n[医] 微温的",13822,15156
subsume,12102,0.00006598,ecdict_education,gre,gre,"vt. 把...归入, 把...纳入, 把...列入某一类, 把...归类",14637,15157
offbeat,12103,0.00006595,ecdict_education,gre,gre,"a. 不平常的, 离奇的, 不落俗套的\nn. 弱拍",35050,15164
lurid,12104,0.00006591,ecdict_education,gre,gre,"a. 火烧似的, 苍白的, 华丽的, 可怕的",14646,15172
acquiesce,12105,0.00006588,ecdict_education,gre,gre,"vi. 默许, 默然同意",14893,15179
pelt,12106,0.00006587,ecdict_education,gre,gre,"n. 投掷, 打击, 快速, 毛皮\nvt. 剥...的皮, 连续投掷, 攻击, 抨击, 拍打\nvi. 投击",19481,15181
satanic,12107,0.00006586,ecdict_education,gre,gre,"a. 魔鬼似的, 穷凶极恶的, 邪恶的, 非常残酷的, 罪恶的, 极恶劣的",15000,15183
heinous,12108,0.00006586,ecdict_education,gre,gre,"a. 可憎的, 令人发指的",22012,15184
unwarranted,12109,0.00006582,ecdict_education,gre,gre,"a. 未获保证的, 无保证的, 未经授权的",14207,15194
